2023-Jan-01
2024-Jan-01
Ticker,ranking,metricRankSum,priceToValue_rank,priceToValue_value,residualFreeCashFlowToEnterpriseValue_rank,residualFreeCashFlowToEnterpriseValue_value,Country,Name,ProducingExcess,ReturnOnInvestedCapital,CostOfCapital,PercentInsiders,PercentInstitutions,MarketCapitalizationMln,IPODate,Price,TargetPrice,StrongBuy,Buy,Hold,Sell,StrongSell,URL
ROST.US,602,1186,523,1.0587,663,0.0245762,United States,Ross Stores Inc,Yes,0.202302,0.0605369,2.006,87.42,38055.5,1986-07-09,114.713,128.9,10,6,5,1,1,https://www.rossstores.com
TRI.PA,603,1186,244,0.413308,942,0.00461047,France,Trigano S.A.,Yes,0.126834,0.0702764,57.81,18.893,2438.51,,124.115,nan,nan,nan,nan,nan,nan,https://www.trigano.fr
CSX.US,604,1187,643,1.54257,544,0.0329727,United States,CSX Corporation,Yes,0.108581,0.0747293,0.295,78.473,61273.3,1980-11-03,30.5443,36.4,14,5,10,0,0,https://www.csx.com
VOLV-A.ST,605,1187,652,1.58492,535,0.0338435,Sweden,AB Volvo (publ),No,0.065018,0.068294,19.882,64.95,463000,,191.92,nan,nan,nan,nan,nan,nan,https://www.volvogroup.com
KER.PA,606,1192,627,1.45824,565,0.0310072,France,Kering SA,Yes,0.126336,0.0774247,42.285,26.922,49809.5,,463.741,nan,nan,nan,nan,nan,nan,https://www.kering.com
SMBR.JK,607,1193,430,0.783549,763,0.0180732,Indonesia,Semen Baturaja Persero Tbk,No,0.0218295,0.0731649,89.168,2.613,3.07908e+06,,383.964,nan,nan,nan,nan,nan,nan,https://semenbaturaja.co.id
MSFT.US,608,1193,734,1.99917,459,0.040742,United States,Microsoft Corporation,Yes,0.255663,0.0797532,0.052,73.212,2.3909e+06,1986-03-13,237.712,386.95,32,13,7,0,1,https://www.microsoft.com
ACM.US,609,1194,620,1.42414,574,0.0303287,United States,Aecom Technology Corporation,No,0.0585785,0.073964,0.705,90.417,11381.2,2007-05-10,84.201,99.8,6,3,2,0,0,https://aecom.com
TEX.US,610,1198,502,0.99104,696,0.0222231,United States,Terex Corporation,Yes,0.135257,0.0749419,2.792,96.846,3579.61,1990-03-26,42.2195,69,6,1,9,1,0,https://www.terex.com
LMT.US,611,1199,712,1.87255,487,0.0380849,United States,Lockheed Martin Corporation,Yes,0.109982,0.0802563,0.07,76.101,100916,1977-01-03,473.648,502.85,6,0,14,1,1,https://www.lockheedmartin.com
DVAX.US,612,1199,737,2.00552,462,0.0404391,United States,Dynavax Technologies Corporation,Yes,0.365262,0.0757441,0.226,100.52,1908.77,2004-02-19,10.64,24.5,3,2,0,0,0,https://www.dynavax.com
AENA.MC,613,1201,568,1.23818,633,0.0264096,Spain,Aena SA,Yes,0.0854587,0.0695942,51,23.667,21862.6,,114.224,nan,nan,nan,nan,nan,nan,https://www.aena.es
BCE.TO,614,1202,355,0.610927,847,0.0123022,Canada,BCE Inc,No,-0.0116964,0.0672727,0.024,47.741,45733.1,,55.6279,nan,nan,nan,nan,nan,nan,https://www.bce.ca
NRO.PA,615,1203,466,0.883046,737,0.0194736,France,Neurones,No,0.0831763,0.0841697,70.16,14.818,904.778,,38.2121,nan,nan,nan,nan,nan,nan,https://www.neurones.net
GIB-A.TO,616,1205,672,1.66404,533,0.0340817,Canada,CGI Inc,Yes,0.14035,0.0778365,0.759,67.686,31523.4,,116.71,nan,nan,nan,nan,nan,nan,https://www.cgi.com
SEE.US,617,1205,679,1.7091,526,0.0345338,United States,Sealed Air Corporation,Yes,0.10416,0.0689966,0.713,91.637,4334.05,1987-12-30,48.8488,nan,5,3,6,0,0,https://www.sealedair.com
OTTR.US,618,1206,392,0.689817,814,0.0144571,United States,Otter Tail Corporation,Yes,0.105544,0.0722665,1.991,69.75,3099.09,1990-03-26,57.3767,68.5,0,0,3,0,1,https://www.ottertail.com
ADP.PA,619,1206,518,1.04124,688,0.0225975,France,Aeroports de Paris SA,Yes,0.0777585,0.067485,60.334,26.544,11028.5,,122.458,nan,nan,nan,nan,nan,nan,https://www.parisaeroport.fr
BFIT.AS,620,1206,625,1.45552,581,0.0299328,Netherlands,Basic Fit NV,No,-0.00278168,0.101539,17.698,64.521,1690.92,,24.48,nan,nan,nan,nan,nan,nan,https://corporate.basic-fit.com
ALVIV.PA,621,1208,298,0.494785,910,0.00723796,France,Visiativ,Yes,0.106894,0.060896,49.517,14.32,95.7302,,26.0419,nan,nan,nan,nan,nan,nan,https://www.visiativ.com
PPL.TO,622,1209,528,1.09273,681,0.0233432,Canada,Pembina Pipeline Corp,No,0.051304,0.0700606,0.098,62.195,24144.3,,43.2178,nan,nan,nan,nan,nan,nan,https://www.pembina.com
JBHT.US,623,1213,482,0.93832,731,0.019907,United States,JB Hunt Transport Services Inc,Yes,0.162854,0.0826832,20.959,75.056,19287.3,1990-03-26,172.804,199.96,12,4,9,1,1,https://www.jbhunt.com
RNW.TO,624,1214,323,0.543396,891,0.00891408,Canada,TransAlta Renewables Inc,No,-0.0732919,0.0764618,60.122,9.485,3205.47,,10.6317,nan,nan,nan,nan,nan,nan,https://www.transaltarenewables.com
PH.US,625,1215,696,1.79495,519,0.0351167,United States,Parker-Hannifin Corporation,No,0.040117,0.0674962,0.438,85.942,50339.9,1985-07-01,286.485,444.73,10,3,9,0,1,https://www.parker.com
HPOL-B.ST,626,1217,610,1.40325,607,0.0276638,Sweden,HEXPOL AB (publ),No,0.0801389,0.0806963,21.908,52.984,35270.4,,107.676,nan,nan,nan,nan,nan,nan,https://www.hexpol.com
JWN.US,627,1217,309,0.508957,908,0.0072617,United States,Nordstrom Inc,Yes,0.0518346,0.0494363,29.443,64.406,2295.83,1986-07-09,15.385,nan,4,0,11,3,2,https://press.nordstrom.com
ATCO-B.ST,628,1220,629,1.46319,591,0.0286467,Sweden,Atlas Copco AB Series B,Yes,0.20209,0.0828804,0,52.492,664568,,109.13,nan,nan,nan,nan,nan,nan,https://www.atlascopcogroup.com
BA.US,629,1225,744,2.03169,481,0.0386781,United States,The Boeing Company,No,-0.140642,0.115999,0.088,61.121,113300,1962-01-02,190.49,234.56,14,2,9,0,0,https://www.boeing.com
MODN.US,630,1229,797,2.43858,432,0.0440905,United States,Model N Inc,No,-0.106041,0.0948402,6.229,105.013,932.885,2013-03-20,40.56,39,4,5,3,0,0,https://www.modeln.com
DOKA.SW,631,1232,892,3.8168,340,0.0572322,Switzerland,Dorma Kaba Holding AG,Yes,0.140516,0.0650617,28.516,28.617,1766.68,,334.825,nan,nan,nan,nan,nan,nan,https://www.dormakaba.com
KEYS.US,632,1235,800,2.47667,435,0.043323,United States,Keysight Technologies Inc,Yes,0.188781,0.0864987,0.561,89.054,23386.6,2014-11-03,171.07,166.62,8,5,1,1,0,https://www.keysight.com
HMS.ST,633,1237,673,1.66436,564,0.0310113,Sweden,HMS Networks AB (publ),Yes,0.442864,0.0852332,13.555,71.06,18382.5,,336.604,nan,nan,nan,nan,nan,nan,https://www.hms-networks.com
ZEHN.SW,634,1239,435,0.808681,804,0.0152227,Switzerland,Zehnder,Yes,0.111689,0.0859012,4.12,35.063,561.899,,54.4697,nan,nan,nan,nan,nan,nan,https://www.zehndergroup.com
HD.US,635,1240,708,1.8448,532,0.0341234,United States,Home Depot Inc,Yes,0.270654,0.0620865,0.087,72.856,292841,1981-09-22,307.308,nan,16,4,15,1,0,https://www.homedepot.com
AEIN.XETRA,636,1242,571,1.24939,671,0.02397,Germany,Allgeier SE,Yes,0.105636,0.0673618,39.438,18.015,248.913,,27.8428,nan,nan,nan,nan,nan,nan,https://www.allgeier.com
ADI.US,637,1245,690,1.76144,555,0.031657,United States,Analog Devices Inc,No,0.0279911,0.0852538,0.387,90.727,87249.8,1972-04-03,160.965,nan,15,4,11,0,0,https://www.analog.com
GPC.US,638,1246,688,1.74898,558,0.0315739,United States,Genuine Parts Co,Yes,0.10001,0.0782031,0.365,80.417,20388.8,1983-04-06,169.159,nan,4,1,10,0,0,https://www.genpt.com
CAT.US,639,1247,731,1.98454,516,0.0352094,United States,Caterpillar Inc,Yes,0.102542,0.0740984,0.153,71.921,137369,1962-01-02,234.75,285.14,8,4,13,1,3,https://www.caterpillar.com
ABT.US,640,1247,732,1.99522,515,0.0353575,United States,Abbott Laboratories,No,0.0707702,0.0816246,0.55,76.387,166126,1978-01-13,107.637,116.96,12,5,7,0,0,https://www.abbott.com
BVI.PA,641,1248,795,2.4252,453,0.0416845,France,Bureau Veritas SA,Yes,0.188593,0.105616,35.767,35.05,10895.1,2007-10-24,23.852,nan,nan,nan,nan,nan,nan,https://www.bureauveritas.com
AVNT.US,642,1248,532,1.1047,716,0.0207117,United States,Avient Corp,Yes,0.136682,0.0775758,1.741,97.923,3611.35,1999-09-13,32.8936,49.65,6,0,1,0,0,https://www.avient.com
LH.US,643,1249,589,1.32795,660,0.0251197,United States,Laboratory Corporation of America Holdings,No,0.0717127,0.0729415,0.277,93.327,17681,1990-03-29,199.481,250.49,8,3,5,0,0,https://www.labcorp.com
SW.PA,644,1249,516,1.03639,733,0.0197729,France,Sodexo SA,Yes,0.075084,0.058882,44.462,35.118,14566.8,,86.6518,nan,nan,nan,nan,nan,nan,https://www.sodexo.com
MUM.XETRA,645,1251,740,2.01789,511,0.0355506,Germany,Mensch und Maschine Software SE,Yes,0.0945042,0.0834874,51.8,14.43,902.806,,44.3155,nan,nan,nan,nan,nan,nan,https://www.mum.de
JHG.AU,646,1251,441,0.822737,810,0.0146323,United Kingdom,Janus Henderson Group PLC DRC,No,0.00323334,0.0832111,0,2.737,6490.51,,33.685,nan,nan,nan,nan,nan,nan,https://www.janushenderson.com
ALB.US,647,1252,372,0.64544,880,0.00949203,United States,Albemarle Corp,Yes,0.234934,0.0800881,0.233,89.662,19058.3,1994-02-17,214.99,264.36,15,5,4,1,1,https://www.albemarle.com
BIIB.US,648,1253,827,2.84399,426,0.0447355,United States,Biogen Inc,Yes,0.150569,0.0785767,0.679,90.871,38124.7,1991-09-16,276.92,nan,17,9,9,0,0,https://www.biogen.com
FM.TO,649,1256,491,0.959956,765,0.0178864,Canada,First Quantum Minerals Ltd,No,0.0606574,0.0731472,19.763,50.851,20996.8,,28.1844,nan,nan,nan,nan,nan,nan,https://www.first-quantum.com
UPONOR.HE,650,1256,594,1.33746,662,0.0246471,Finland,Uponor Oyj,Yes,0.0917983,0.0816029,45.868,34.982,2075.75,,16.0841,nan,nan,nan,nan,nan,nan,https://www.uponor.com
SOON.SW,651,1259,750,2.06648,509,0.0358065,Switzerland,Sonova H Ag,Yes,0.160774,0.0684068,17.172,42.144,13462.2,,215.109,nan,nan,nan,nan,nan,nan,https://www.sonova.com
BLC.PA,652,1261,329,0.551731,932,0.00513257,France,Bastide Le Confort Médical SA,No,0.0312506,0.0529627,54.369,12.303,156.878,,36.8,nan,nan,nan,nan,nan,nan,https://www.bastideleconfortmedical.com
NOW.US,653,1264,834,2.93434,430,0.0442756,United States,ServiceNow Inc,No,0.0498619,0.0847139,0.227,91.937,114387,2012-06-29,388.27,556.61,24,10,3,0,0,https://www.servicenow.com
RL.US,654,1265,703,1.82243,562,0.0311969,United States,Ralph Lauren Corp Class A,Yes,0.12256,0.0564021,4.129,113.04,7546.41,1997-06-11,103.132,nan,6,4,7,2,0,https://www.ralphlauren.com
CLH.US,655,1265,572,1.25379,693,0.0224775,United States,Clean Harbors Inc,Yes,0.0949342,0.0714192,6.395,94.104,8776.76,1987-11-24,114.12,nan,5,3,2,0,0,https://www.cleanharbors.com
CDNS.US,656,1267,869,3.51415,398,0.0484091,United States,Cadence Design Systems Inc,Yes,0.250193,0.0852971,0.926,92.181,66303.2,1987-06-10,160.64,263.5,12,1,2,1,0,https://www.cadence.com
PTCT.US,657,1267,979,18.2544,288,0.0673154,United States,PTC Therapeutics Inc,No,-2.48855,0.104405,2.608,107.837,1688.48,2013-06-20,38.17,52.13,5,2,7,2,0,https://www.ptcbio.com
SAAB-B.ST,658,1268,558,1.19682,710,0.0211718,Sweden,Saab AB (publ),No,0.059942,0.0781087,3.228,66.947,76570.2,,407.303,nan,nan,nan,nan,nan,nan,https://www.saabgroup.com
DKSH.SW,659,1268,554,1.18268,714,0.0207859,Switzerland,DKSH Holding AG,No,0.066392,0.0766021,45.213,31.971,3669.74,,68.131,nan,nan,nan,nan,nan,nan,https://www.dksh.com
VNP.TO,660,1270,413,0.728732,857,0.0113336,Canada,5N Plus Inc.,No,-0.0983805,0.120197,5.045,39.367,305.169,,2.91,nan,nan,nan,nan,nan,nan,https://www.5nplus.com
BRC.US,661,1270,682,1.73601,588,0.0290898,United States,Brady Corporation,Yes,0.103397,0.0763405,3.679,86.029,2696.77,1984-06-28,46.2465,nan,2,0,0,1,0,https://www.bradyid.com
SGL.XETRA,662,1272,514,1.03345,758,0.0182611,Germany,SGL Carbon SE,Yes,0.103751,0.0709389,54.426,16.658,723.233,,6.93,nan,nan,nan,nan,nan,nan,https://www.sglcarbon.com
ELISA.HE,663,1274,624,1.45154,650,0.0254492,Finland,Elisa Oyj,No,0.05706,0.0783694,11.533,38.971,6680.16,,47.5611,nan,nan,nan,nan,nan,nan,https://www.elisa.com
MSI.US,664,1275,866,3.45838,409,0.0469525,United States,Motorola Solutions Inc,Yes,0.136564,0.0792918,0.457,86.662,46120.9,1977-01-03,254.465,nan,4,3,3,1,0,https://www.motorolasolutions.com
BN.PA,665,1275,515,1.0359,760,0.0181667,France,Danone SA,No,-0.00767885,0.0689794,2.192,59.072,36656.7,,47.602,nan,nan,nan,nan,nan,nan,https://www.danone.com
SMGR.JK,666,1281,449,0.845873,832,0.0131218,Indonesia,Semen Indonesia Persero Tbk,No,0.0231701,0.0724103,51.01,13.149,4.18595e+07,1991-07-08,6299.42,nan,nan,nan,nan,nan,nan,https://sig.id
LE.US,667,1283,456,0.859459,827,0.0133921,United States,Lands’ End Inc,No,0.0520439,0.0560008,62.856,35.481,221.249,2014-03-20,7.59,10,0,0,1,0,0,https://www.landsend.com
ODFL.US,668,1287,668,1.64836,619,0.0269269,United States,Old Dominion Freight Line Inc,Yes,0.3329,0.0860309,12.723,76.434,44055.8,1991-10-24,282.539,413.61,7,1,11,1,3,https://www.odfl.com
DOC.VI,669,1288,403,0.715428,885,0.00930002,Austria,DO & CO Aktiengesellschaft,No,0.0237253,0.0645266,34.177,45.004,1201.82,,88.6,nan,nan,nan,nan,nan,nan,https://www.doco.com
PDN.AU,670,1290,957,8.21845,333,0.0590511,Australia,Paladin Energy Ltd,No,-0.0893823,0.0852288,2.98,38.562,3043.04,,0.7,nan,nan,nan,nan,nan,nan,https://www.paladinenergy.com.au
SU.PA,671,1290,681,1.73502,609,0.0275885,France,Schneider Electric S.E.,No,0.0585309,0.0793584,7.197,69.579,83837.1,,128.127,nan,nan,nan,nan,nan,nan,https://www.se.com/ww/en
HAE.US,672,1291,659,1.61043,632,0.0264215,United States,Haemonetics Corporation,No,0.0331394,0.062648,0.836,101.323,4546.84,1991-05-09,78.65,105.29,1,4,2,0,0,https://www.haemonetics.com
WT.US,673,1291,687,1.74703,604,0.0280292,United States,WisdomTree Inc.,Yes,0.154753,0.073954,14.419,83.972,965.151,1993-03-04,5.3488,7.96,2,0,4,1,0,https://www.wisdomtree.com
NWS.AU,674,1291,480,0.932128,811,0.0146262,United States,News Corp B DRC,No,0.0531915,0.0686281,1.068,17.02,19431.3,,27.0276,nan,nan,nan,nan,nan,nan,https://newscorp.com
AEO.US,675,1292,336,0.567269,956,0.00248248,United States,American Eagle Outfitters Inc,Yes,0.173224,0.0541872,5.958,93.114,3258.49,1994-04-13,13.6635,14.5,2,1,7,1,1,https://www.aeo-inc.com
PGS.OL,676,1296,596,1.34257,700,0.0218489,Norway,PGS ASA,No,-0.0057265,0.0812683,11.309,32.082,9735.74,1993-05-18,7.01,nan,nan,nan,nan,nan,nan,https://www.pgs.com
SLAB.US,677,1297,897,3.93978,400,0.0478971,United States,Silicon Laboratories Inc,No,0.0472464,0.0809014,2.036,111.189,3668.23,2000-03-23,135.67,160.43,5,0,5,1,0,https://www.silabs.com
RATO-A.ST,678,1297,468,0.888267,829,0.0132014,Sweden,Ratos AB (publ),Yes,0.0651355,0.0646442,93.832,0.014,10724.5,,42.6774,nan,nan,nan,nan,nan,nan,https://www.ratos.com
B7E.XETRA,679,1298,380,0.657605,918,0.00646074,Germany,Blue Cap AG,No,0.0428022,0.0664217,52.01,23.818,76.7154,,23.7946,nan,nan,nan,nan,nan,nan,https://www.blue-cap.de
UNP.US,680,1299,747,2.0521,552,0.0321954,United States,Union Pacific Corporation,Yes,0.0876264,0.0747697,0.24,80.918,123500,1978-01-13,201.984,231.97,12,5,13,1,0,https://www.up.com
GES.US,681,1300,524,1.06378,776,0.016857,United States,Guess? Inc,Yes,0.150177,0.0450325,50.319,61.099,1112.47,1996-08-07,19.5998,27.3,3,0,2,0,0,https://www.guess.com
CI.US,682,1301,655,1.59719,646,0.025631,United States,Cigna Corp,No,0.0735468,0.0745102,1.555,89.37,85310.3,1982-03-31,325.404,333.68,10,5,9,0,0,https://www.cigna.com
ICBP.JK,683,1305,622,1.43967,683,0.0230556,Indonesia,Indofood Cbp Sukses Makmur Tbk,No,0.0256659,0.0714958,80.533,4.974,1.21867e+08,,9835.09,nan,nan,nan,nan,nan,nan,https://www.indofoodcbp.com
DOL.TO,684,1308,837,2.96219,471,0.0394613,Canada,Dollarama Inc,Yes,0.409111,0.0599768,2.986,55.567,26344.3,,78.9446,nan,nan,nan,nan,nan,nan,https://www.dollarama.com
FTV.US,685,1308,738,2.00963,570,0.030652,United States,Fortive Corp,No,0.0549393,0.0795056,0.226,97.133,26563.7,2016-07-01,63.9789,81.62,10,4,6,0,0,https://www.fortive.com
ZBRA.US,686,1311,914,4.3613,397,0.0484675,United States,Zebra Technologies Corporation,Yes,0.101937,0.0787038,0.595,91.193,11492.1,1991-08-15,256.41,305.56,6,2,4,0,0,https://www.zebra.com
ASYS.US,687,1312,407,0.719734,905,0.00794153,United States,Amtech Systems Inc,Yes,0.134043,0.0809968,3.664,66.731,107.247,1984-09-07,7.6,12,1,1,0,0,0,https://www.amtechsystems.com
WWE.US,688,1316,730,1.97756,586,0.0292945,United States,World Wrestling Entertainment Inc,Yes,0.297185,0.0810708,1.345,123.186,8370.22,1999-10-19,68.2553,113.56,4,2,4,0,0,https://corporate.wwe.com
TEAM.US,689,1317,896,3.89687,421,0.045452,Australia,Atlassian Corp Plc,No,-0.422893,0.0838326,0.39,94.239,46840.3,2015-12-10,128.68,188.71,16,2,11,0,0,https://www.atlassian.com
BELA.AT,690,1318,398,0.698598,920,0.00617372,Greece,Jumbo S.A.,Yes,0.0887736,0.0798875,19.36,39.804,3469.53,,15.1086,nan,nan,nan,nan,nan,nan,https://www.e-jumbo.gr
KMB.US,691,1318,761,2.1399,557,0.0315836,United States,Kimberly-Clark Corporation,No,0.0480735,0.077528,0.248,77.831,40179.8,1984-12-17,130.766,nan,1,0,14,3,1,https://www.kimberly-clark.com
HES.US,692,1319,587,1.31771,732,0.0197825,United States,Hess Corporation,Yes,0.129705,0.076961,9.879,84.418,44723.4,1983-04-06,140.1,164.5,7,6,9,0,1,https://www.hess.com
GWW.US,693,1321,716,1.89303,605,0.0279766,United States,WW Grainger Inc,Yes,0.247659,0.0814433,9.775,74.232,35816.6,1984-12-17,550.499,764.2,4,0,12,0,2,https://www.grainger.com
LEA.US,694,1322,384,0.668044,938,0.00473517,United States,Lear Corporation,No,0.0300748,0.0729231,0.328,102.62,7940.24,2009-11-09,121.319,170.06,4,3,11,0,0,https://www.lear.com
ALM.MC,695,1323,445,0.836742,878,0.0096477,Spain,Almirall,No,0.0111296,0.0761917,60.152,12.673,1795.11,2007-06-20,8.889,nan,nan,nan,nan,nan,nan,https://www.almirall.com
NEM.US,696,1327,366,0.629822,961,0.00206155,United States,Newmont Goldcorp Corp,No,-0.0860582,0.0789025,0.115,82.096,30013.2,1978-01-13,45.3644,76.81,6,6,9,2,0,https://www.newmont.com
GTT.PA,697,1329,728,1.9655,601,0.0282001,France,Gaztransport & Technigaz SAS,No,0.0247095,0.0861459,10.748,51.429,4467.63,,96.7213,nan,nan,nan,nan,nan,nan,https://www.gtt.fr
DGII.US,698,1330,860,3.39466,470,0.0395458,United States,Digi International Inc,No,0.0267735,0.0863003,3.157,93.806,967.577,1990-03-26,36.55,47.86,5,2,0,0,0,https://www.digi.com
SFM.US,699,1330,787,2.35662,543,0.033238,United States,Sprouts Farmers Market LLC,Yes,0.201444,0.069734,0.558,111.999,4324.03,2013-08-01,32.37,nan,0,0,9,3,2,https://www.sprouts.com
K.US,700,1331,721,1.91375,610,0.0275471,United States,Kellanova,No,0.0178224,0.0731922,6.851,86.086,17264.6,1984-12-17,64.2136,71.94,1,1,14,3,0,https://www.kelloggcompany.com
COKE.US,701,1335,881,3.64497,454,0.0415581,United States,Coca-Cola Consolidated Inc.,Yes,0.245469,0.0787947,43.532,44.704,6019.03,1990-03-26,507.547,144,nan,nan,nan,nan,nan,https://www.cokeconsolidated.com
TXRH.US,702,1335,794,2.41996,541,0.0332494,United States,Texas Roadhouse Inc,Yes,0.144414,0.0801978,0.507,102.928,6371.8,2004-10-05,89.1114,121.3,10,1,13,1,0,https://www.texasroadhouse.com
IRDM.US,703,1335,709,1.85013,626,0.0266952,United States,Iridium Communications Inc,No,0.0033556,0.0910604,10.001,85.142,5688.57,2008-03-20,50.8752,nan,4,3,0,0,0,https://www.iridium.com
WSC.US,704,1341,697,1.795,644,0.0256704,United States,Willscot Mobile Mini Holdings Corp A,Yes,0.073361,0.0721967,2.962,98.185,8503.43,2017-11-30,45.17,58.6,8,2,0,0,0,https://www.willscotmobilemini.com
REVG.US,705,1344,793,2.41745,551,0.0322485,United States,Rev Group Inc,No,0.00407985,0.081181,2.411,96.664,960.214,2017-01-27,12.4447,13.63,1,0,1,2,0,https://www.revgroup.com
WLN.PA,706,1344,377,0.651683,967,0.00176708,France,Worldline SA,No,0.0233743,0.0711504,11.506,55.799,3871,,36.53,nan,nan,nan,nan,nan,nan,https://www.worldline.com
PNR.AU,707,1347,953,7.20525,394,0.049396,,Pantoro Ltd,No,-0.206331,0.0950769,29.261,19.564,166.529,,0.096,nan,nan,nan,nan,nan,nan,https://www.pantoro.com.au
EMR.US,708,1347,754,2.08896,593,0.0285396,United States,Emerson Electric Company,Yes,0.10777,0.0745908,0.302,76.59,54315.4,1972-06-01,93.8089,108.86,13,3,7,0,0,https://www.emerson.com
AMC.AU,709,1347,727,1.95722,620,0.0268954,Switzerland,Amcor PLC,No,0.00791909,0.070329,0,19.525,19743.4,,16.8597,nan,nan,nan,nan,nan,nan,https://www.amcor.com
MTX.XETRA,710,1349,604,1.37793,745,0.0188764,Germany,MTU Aero Engines AG,Yes,0.103816,0.0802681,0,64.953,9818.35,,199.371,nan,nan,nan,nan,nan,nan,https://www.mtu.de
PTC.US,711,1350,886,3.69432,464,0.0398983,United States,PTC Inc,Yes,0.0858541,0.0792808,6.269,90.818,16677,1989-12-07,120.04,166.38,11,3,5,1,0,https://www.ptc.com
TIETO.HE,712,1351,492,0.961429,859,0.0110919,Finland,TietoEVRY Corp,No,0.00966675,0.0735255,12.274,51.543,2400.97,,24.9827,nan,nan,nan,nan,nan,nan,https://www.tietoevry.com
ICFI.US,713,1351,710,1.85693,641,0.0258012,United States,ICF International Inc,No,0.0387335,0.0719175,1.429,95.566,2257.2,2006-09-28,98.6041,139.5,3,1,0,0,0,https://www.icf.com
GD.US,714,1355,699,1.81548,656,0.0253163,United States,General Dynamics Corporation,No,0.0726691,0.0789823,0.483,87.305,60869.5,1977-01-03,242.397,264.37,13,3,6,0,0,https://www.gd.com
AVY.US,715,1364,781,2.32003,583,0.0296369,United States,Avery Dennison Corp,Yes,0.114249,0.0767081,0.744,94.771,14811.1,1983-12-29,177.845,203.71,7,3,2,1,0,https://www.averydennison.com
MC.PA,716,1366,723,1.92712,643,0.0256821,France,LVMH Moët Hennessy - Louis Vuitton Société Européenne,Yes,0.223576,0.081069,48.39,21.426,386630,,669.317,nan,nan,nan,nan,nan,nan,https://www.lvmh.com
BURL.US,717,1366,675,1.67482,691,0.0225496,United States,Burlington Stores Inc,Yes,0.177639,0.0569122,0.369,108.485,8751.75,2013-10-02,202.76,205.78,11,5,4,0,1,https://www.burlingtoninvestors.com
HLT.US,718,1367,879,3.64155,488,0.0380561,United States,Hilton Worldwide Holdings Inc,Yes,0.151604,0.0755838,1.87,97.227,39590.6,2013-12-12,125.858,163.18,7,3,13,0,0,https://www.hilton.com
DBI.US,719,1368,978,18.2223,390,0.049934,United States,Designer Brands Inc,Yes,0.242159,0.0459356,15.023,98.598,743.515,1991-06-10,9.591,9.33,0,0,5,0,0,https://www.designerbrands.com
BLX.TO,720,1368,753,2.08486,615,0.0270779,Canada,Boralex Inc,No,-0.0131752,0.0984214,0.299,57.11,2958.63,,39.2433,nan,nan,nan,nan,nan,nan,https://www.boralex.com
ATCO-A.ST,721,1368,729,1.97172,639,0.0259436,Sweden,Atlas Copco AB Series A,Yes,0.209223,0.0831912,0,74.258,664996,,121.172,nan,nan,nan,nan,nan,nan,https://www.atlascopcogroup.com
OMC.US,722,1369,586,1.31353,783,0.0164839,United States,Omnicom Group Inc,Yes,0.0931784,0.0707823,1.413,96.582,14493.8,1990-03-26,78.9558,98.55,3,1,8,1,0,https://www.omnicomgroup.com
TTK.XETRA,723,1369,486,0.945262,883,0.00944517,Germany,Takkt AG,No,-0.0176676,0.0791435,65,22.029,818.966,,13.1755,nan,nan,nan,nan,nan,nan,https://www.takkt.de
SECU-B.ST,724,1370,451,0.846121,919,0.00618879,Sweden,Securitas AB,Yes,0.063228,0.058277,4.546,65.789,51425.1,,83.5925,nan,nan,nan,nan,nan,nan,https://www.securitas.com
NCR.US,725,1372,642,1.53837,730,0.0199717,United States,NCR Corp,No,0.00587753,0.0730857,4.936,88.725,3702.85,1996-12-11,23.41,31.57,4,3,1,0,0,https://www.ncr.com
